# Connecting Channels Monthly Flow
# Units = cms
#IGS Data Source: H:\SHARE\H&H\GL_H&HData & Reports\WaterBudgetTracking\L2SWBM\Daily\IGSdaily.csv
#Stage Fall Discharge Source: H:\SHAR\H&H\GL_H&HData & Reports\WaterBudgetTracking\ConnectingChannelFlows\data\OriginalData\csv\GLConnectingChannelFlows,1900-present_Columns.csv
#Coordinated Data Source: H:\SHAR\H&H\GL_H&HData & Reports\WaterBudgetTracking\ConnectingChannelFlows\data\OriginalData\csv\GLConnectingChannelFlows,1900-present_Columns.csv
# Created by Heather Lucier
# Last modified 2018-12-17 14:08:14 by jkp
#
"Year","Month","St.Marys (IGS)","St.Clair (IGS)","Detroit (IGS)","St. Marys (Flow Accounting)","St. Clair (SFD+ADVM)","Detroit (SFD+ADVM)","Niagara+Welland(SFD+ADVM)","St.Lawrence(SFD+ADVM)","St. Marys (Coordinated)","St. Clair (Coordinated)","Detroit (Coordinated)","Niagara+Welland (Coordinated)","St.Lawrence (Coordinated)"
2008,5,NA,NA,NA,1710,4870,4940,6474,8420,1710,4870,4940,6474,8420
2008,6,NA,NA,NA,2070,4970,5080,6191,8080,2070,4970,5080,6191,8080
2008,7,NA,NA,NA,2230,5080,5220,6339,7720,2230,5080,5220,6339,7720
2008,8,NA,NA,NA,2440,5210,5270,6025,7960,2440,5210,5270,6025,7960
2008,9,NA,NA,NA,2240,5130,5320,5778,7680,2240,5130,5320,5778,7680
2008,10,NA,NA,5615.230681,2040,5170,5260,5710,7180,2040,5170,5260,5710,7180
2008,11,1526,5149.522451,5530.280141,1680,5060,5300,5681,7000,1680,5060,5300,5681,7000
2008,12,1601,4852.777397,5283.923576,1720,4790,5200,6059,6720,1720,4790,5200,6059,6720
2009,1,1316,4477.725065,4839.349084,1570,4340,5280,5823,6340,NA,NA,NA,NA,NA
2009,2,1328,4742.99385,5286.75526,1550,4570,5220,5977,7140,NA,NA,NA,NA,NA
2009,3,1405,5008.816703,5601.072257,1560,4780,5270,6331,7730,NA,NA,NA,NA,NA
2009,4,1402,5219.194204,5530.280141,1590,5010,5360,6477,7880,NA,NA,NA,NA,NA
2009,5,1734,5272.295577,5470.814763,1920,5170,5440,6642,8170,NA,NA,NA,NA,NA
2009,6,2032,5431.268979,5555.765303,2120,5300,5560,6333,8050,NA,NA,NA,NA,NA
2009,7,1877,5418.527493,5473.646448,1930,5370,5570,6485,7860,NA,NA,NA,NA,NA
2009,8,1691,5368.235966,5479.309817,1810,5370,5600,6358,8020,NA,NA,NA,NA,NA
2009,9,2155,5392.927078,5499.13161,2110,5370,5540,6078,7720,NA,NA,NA,NA,NA
2009,10,1842,5351.624193,5728.498067,1800,5300,5480,6013,7250,NA,NA,NA,NA,NA
2009,11,1807,5416.973599,5762.478283,1780,5390,5510,5818,7130,NA,NA,NA,NA,NA
2009,12,1788,5318.833663,5606.735627,1780,5280,5460,6088,7030,NA,NA,NA,NA,NA
2010,1,2079,4727.827588,4901.646146,2000,4570,4940,5752,6250,NA,NA,NA,NA,NA
2010,2,1620,4171.914929,4199.388351,1750,4260,4070,5431,6790,NA,NA,NA,NA,NA
2010,3,1470,5057.520125,5402.854331,1550,4880,5010,5563,6910,NA,NA,NA,NA,NA
2010,4,1638,5261.12073,5397.190962,1690,5140,5290,5854,6780,NA,NA,NA,NA,NA
2010,5,1528,5100.614902,5349.052323,1550,5040,5240,6044,6350,NA,NA,NA,NA,NA
2010,6,1582,5055.342741,5258.438414,1550,5030,5280,6173,6400,NA,NA,NA,NA,NA
2010,7,1613,5103.659997,5360.379061,1550,5150,5360,6153,6740,NA,NA,NA,NA,NA
2010,8,1591,5204.812395,5264.101783,1550,5190,5330,5873,7170,NA,NA,NA,NA,NA
2010,9,1562,5255.485385,5417.012755,1540,5180,5350,5633,7120,NA,NA,NA,NA,NA
2010,10,1520,5231.524973,5527.448456,1550,5120,5310,5543,6950,NA,NA,NA,NA,NA
2010,11,1503,5148.6496,5417.012755,1560,4960,5160,5460,6950,NA,NA,NA,NA,NA
2010,12,1509,5024.521149,5224.458198,1570,4900,5240,5615,7000,NA,NA,NA,NA,NA
2011,1,1313,4147.574835,4459.90334,1560,4010,4420,5291,6160,NA,NA,NA,NA,NA
2011,2,1196,3884.344227,4244.695305,1540,3800,4120,5122,6470,NA,NA,NA,NA,NA
2011,3,1286,4311.644708,4805.368868,1470,4060,4590,5772,6850,NA,NA,NA,NA,NA
2011,4,1357,4861.915969,5082.873965,1470,4630,4980,6046,7330,NA,NA,NA,NA,NA
2011,5,1501,4962.043558,5167.824505,1550,4730,5260,6659,7790,NA,NA,NA,NA,NA
2011,6,1609,5009.953086,5170.656189,1630,4810,5200,6793,8750,NA,NA,NA,NA,NA
2011,7,1756,4938.25193,5116.854181,1720,5000,5340,6438,8400,NA,NA,NA,NA,NA
2011,8,1763,5144.339338,5051.725433,1740,5060,5350,6334,7970,NA,NA,NA,NA,NA
2011,9,1602,5063.121341,5224.458198,1650,4920,5240,6060,7530,NA,NA,NA,NA,NA
2011,10,1527,5066.282808,5278.260206,1560,4920,5290,6280,7400,NA,NA,NA,NA,NA
2011,11,1509,4999.839257,5303.745368,1560,4860,5180,6233,7600,NA,NA,NA,NA,NA
2011,12,1156,4800.072728,5332.062215,1560,4590,5320,6829,7510,NA,NA,NA,NA,NA
2012,1,1502,4742.030138,5031.903641,1560,4590,5180,6929,6520,NA,NA,NA,NA,NA
2012,2,1492,4813.769111,5111.190811,1570,4640,5070,6714,7810,NA,NA,NA,NA,NA
2012,3,1361,4859.362802,4975.269948,1500,4640,5020,6489,8050,NA,NA,NA,NA,NA
2012,4,1490,5122.810551,5122.51755,1570,4900,5180,6295,7740,NA,NA,NA,NA,NA
2012,5,1504,5003.705228,4941.289732,1560,4880,5140,5999,7250,NA,NA,NA,NA,NA
2012,6,1603,4967.081659,4963.943209,1660,4900,5150,5913,6840,NA,NA,NA,NA,NA
2012,7,2042,4911.666012,4929.962993,2090,4900,5130,5694,6600,NA,NA,NA,NA,NA
2012,8,2092,4975.934211,4873.3293,2160,4880,5060,5537,6480,NA,NA,NA,NA,NA
2012,9,1753,4893.680067,4887.487723,1850,4760,4940,5354,6490,NA,NA,NA,NA,NA
2012,10,1410,4870.661274,5026.240272,1530,4710,4860,5194,6220,NA,NA,NA,NA,NA
2012,11,1506,4784.626517,4898.814462,1620,4570,4820,5371,5890,NA,NA,NA,NA,NA
2012,12,1473,4712.018492,4830.85403,1570,4500,4690,5269,5860,NA,NA,NA,NA,NA
2013,1,1464,4407.09773,4281.507206,1570,4280,4730,5583,5970,NA,NA,NA,NA,NA
2013,2,1243,4273.450389,4346.635953,1560,4050,4540,5449,6190,NA,NA,NA,NA,NA
2013,3,1485,4638.773324,4828.022345,1540,4420,4850,5463,6460,NA,NA,NA,NA,NA
2013,4,1484,4671.013297,5000.75511,1540,4460,4920,5686,6420,NA,NA,NA,NA,NA
2013,5,1572,5009.659828,4946.953101,1570,4830,5010,5807,6420,NA,NA,NA,NA,NA
2013,6,2158,4994.815238,5102.695757,2050,4880,5190,5834,6600,NA,NA,NA,NA,NA
2013,7,2335,4872.016432,4921.467939,2190,4760,5180,6081,7480,NA,NA,NA,NA,NA
2013,8,2678,5001.480887,4853.507507,2690,4890,5140,5985,7480,NA,NA,NA,NA,NA
2013,9,2675,5024.133556,5031.903641,2790,4910,5170,5691,7260,NA,NA,NA,NA,NA
2013,10,2613,4966.642662,5128.180919,2790,4870,5150,5937,6890,NA,NA,NA,NA,NA
2013,11,2170,5081.029792,5388.695908,2280,4970,5280,5962,7290,NA,NA,NA,NA,NA
2013,12,2190,4969.632248,5303.745368,2180,4910,5350,5816,6720,NA,NA,NA,NA,NA
2014,1,1952,3814.544898,4012.497163,2070,3940,3420,5482,6322,NA,NA,NA,NA,NA
2014,2,1846,4104.535342,3882.239669,1970,4370,4410,5471,6955,NA,NA,NA,NA,NA
2014,3,1748,4757.922926,5091.369019,1970,4570,4990,5589,6935,NA,NA,NA,NA,NA
2014,4,1992,5127.63818,5402.854331,2020,4910,5280,6020,6888,NA,NA,NA,NA,NA
2014,5,2344,5238.488732,5431.171178,2360,5120,5560,6330,7835,NA,NA,NA,NA,NA
2014,6,2685,5372.128069,5547.270249,2700,5260,5530,6240,8175,NA,NA,NA,NA,NA
2014,7,3168,5476.535756,5518.953402,3260,5400,5710,6380,8322,NA,NA,NA,NA,NA
2014,8,3190,5451.548651,5462.319709,3280,5420,5690,6290,8071,NA,NA,NA,NA,NA
2014,9,2900,5534.608257,5632.220789,2910,5490,5810,6270,7860,NA,NA,NA,NA,NA
2014,10,3054,5745.716537,NA,3040,5640,5910,6300,7453,NA,NA,NA,NA,NA
2014,11,3000,5757.892711,NA,2950,5670,5980,6360,7210,NA,NA,NA,NA,NA
2014,12,2560,5785.991923,NA,2380,5740,5990,6226,6675,NA,NA,NA,NA,NA
2015,1,2323,4460,4500,2210,4500,4860,6000,6285,NA,NA,NA,NA,NA
2015,2,2184,4000,3800,2190,4450,4990,5740,6804,NA,NA,NA,NA,NA
2015,3,2046,5210,5430,2200,5210,5530,5690,6460,NA,NA,NA,NA,NA
2015,4,2094,5830,5890,1950,5630,5950,6150,6398,NA,NA,NA,NA,NA
2015,5,2496,5790,5260,2450,5700,5900,6330,6587,NA,NA,NA,NA,NA
2015,6,2760,5780,5960,2720,5640,6030,6660,6905,NA,NA,NA,NA,NA
2015,7,3128,5600,5630,3080,5530,5960,7170,8253,NA,NA,NA,NA,NA
2015,8,3137,5660,5560,3070,5620,5940,7000,8420,NA,NA,NA,NA,NA
2015,9,2816,5740,5640,2770,5670,5950,6640,8511,NA,NA,NA,NA,NA
2015,10,2800,5690,5960,2780,5570,5820,6420,7910,NA,NA,NA,NA,NA
2015,11,2365,5680,5880,2220,5600,5850,6440,7820,NA,NA,NA,NA,NA
2015,12,2463,5710,5940,2320,5630,5870,6240,6960,NA,NA,NA,NA,NA
2016,1,2601,5760,6190,2440,5660,6050,6520,6120,NA,NA,NA,NA,NA
2016,2,2582,5630,5630,2400,5440,5880,6460,7010,NA,NA,NA,NA,NA
2016,3,2575,5890,6290,2400,5590,6020,6580,8060,NA,NA,NA,NA,NA
2016,4,2298,6110,6240,2170,5760,6230,6940,8270,NA,NA,NA,NA,NA
2016,5,2538,6020,5870,2400,5860,6160,7100,8440,NA,NA,NA,NA,NA
2016,6,2609,5950,6440,2460,5900,6160,6840,7690,NA,NA,NA,NA,NA
2016,7,3095,5890,6330,2890,5890,6160,6760,7440,NA,NA,NA,NA,NA
2016,8,3182,5810,5610,3010,5850,6120,6520,7360,NA,NA,NA,NA,NA
2016,9,2649,5960,5830,2490,5830,6040,6260,7350,NA,NA,NA,NA,NA
2016,10,2838,5880,5970,2740,5760,5990,6250,6920,NA,NA,NA,NA,NA
2016,11,2673,5940,6130,2570,5730,5940,6310,7000,NA,NA,NA,NA,NA
2016,12,2539,5640,5880,2380,5600,5950,6470,6900,NA,NA,NA,NA,NA
2017,1,2337,5500,5990,2190,5460,5890,6470,6440,NA,NA,NA,NA,NA
2017,2,2535,5610,6030,2300,5430,5760,6690,6890,NA,NA,NA,NA,NA
2017,3,2532,5840,6110,2310,5840,6110,6650,7400,NA,NA,NA,NA,NA
2017,4,2356,5820,6010,2150,5820,6010,7040,7610,NA,NA,NA,NA,NA
2017,5,2110,5870,5870,1920,5820,5870,7440,8560,NA,NA,NA,NA,NA
2017,6,2569,5735,5868,2300,5730,5870,7370,10310,NA,NA,NA,NA,NA
2017,7,3340,6070,5940,3250,6070,5940,7320,10400,NA,NA,NA,NA,NA
2017,8,3380,6140,5980,3300,6150,5980,7110,9950,NA,NA,NA,NA,NA
2017,9,2870,6180,6100,2800,6180,6100,6720,8920,NA,NA,NA,NA,NA
2017,10,3126,6027,6201,3100,6030,6200,6780,8350,NA,NA,NA,NA,NA
2017,11,3084,6132,6453,3080,6130,6450,6950,8500,NA,NA,NA,NA,NA
2017,12,2279,5963,6220,2240,5960,6220,6940,8080,NA,NA,NA,NA,NA
2018,1,1866,4873,5139,2060,4870,5140,6480,7150,NA,NA,NA,NA,NA
2018,2,1904,5360,5776,2100,5360,5800,6690,8610,NA,NA,NA,NA,NA
2018,3,2352,6223,6545,2470,6220,6550,7070,9040,NA,NA,NA,NA,NA
2018,4,2483,6000,6365,2270,6000,6370,7410,8570,NA,NA,NA,NA,NA
2018,5,2521,5994,6063,2320,5990,6060,7580,8450,NA,NA,NA,NA,NA
2018,6,2713,6126,6302,2470,6130,6300,7450,9100,NA,NA,NA,NA,NA
2018,7,2723,5925,5994,2510,5930,5990,7200,8810,NA,NA,NA,NA,NA
2018,8,2866,5949,6207,2770,5950,6400,7110,8490,NA,NA,NA,NA,NA
2018,9,2692,6074,6656,2620,6070,6960,6850,8100,NA,NA,NA,NA,NA
2018,10,2663,6255,7189,2700,6260,7190,6920,7710,NA,NA,NA,NA,NA
2018,11,2754,6200,7053,3000,6200,7050,NA,7970,NA,NA,NA,NA,NA
2018,12,2285,6104,6600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
